timp(ms),P(KW),,,
8295,0.2273349,01/07/2024,11:29:52,AM
8306,0.2273349,01/07/2024,11:29:52,AM
8317,0.2273349,01/07/2024,11:29:52,AM
8328,0.2273349,01/07/2024,11:29:52,AM
8340,0.2273349,01/07/2024,11:29:52,AM
8354,0.2273349,01/07/2024,11:29:52,AM
8364,0.2273349,01/07/2024,11:29:52,AM
8375,0.2273349,01/07/2024,11:29:52,AM
8386,0.2273349,01/07/2024,11:29:52,AM
8397,0.2273349,01/07/2024,11:29:52,AM
8408,0.2273349,01/07/2024,11:29:52,AM
8420,0.2273349,01/07/2024,11:29:52,AM
8434,0.2273349,01/07/2024,11:29:52,AM
8444,0.2273349,01/07/2024,11:29:52,AM
8455,0.2273349,01/07/2024,11:29:52,AM
8466,0.2273349,01/07/2024,11:29:52,AM
8477,0.2273349,01/07/2024,11:29:52,AM
8488,0.2273349,01/07/2024,11:29:52,AM
8499,0.2273349,01/07/2024,11:29:52,AM
8514,0.2273349,01/07/2024,11:29:52,AM
8524,0.2273349,01/07/2024,11:29:52,AM
8535,0.2273349,01/07/2024,11:29:52,AM
8546,0.2273349,01/07/2024,11:29:52,AM
8557,0.2273349,01/07/2024,11:29:52,AM
8568,0.2273349,01/07/2024,11:29:52,AM
8580,0.2273349,01/07/2024,11:29:52,AM
8594,0.2273349,01/07/2024,11:29:52,AM
8604,0.2273349,01/07/2024,11:29:52,AM
8615,0.2273349,01/07/2024,11:29:52,AM
8626,0.2273349,01/07/2024,11:29:52,AM
8638,0.2273349,01/07/2024,11:29:52,AM
8648,0.2273349,01/07/2024,11:29:52,AM
8659,0.2273349,01/07/2024,11:29:52,AM
8674,0.2273349,01/07/2024,11:29:52,AM
8685,0.2273349,01/07/2024,11:29:52,AM
8696,0.2273349,01/07/2024,11:29:53,AM
8706,0.2273349,01/07/2024,11:29:53,AM
8718,0.2273349,01/07/2024,11:29:53,AM
8728,0.2273349,01/07/2024,11:29:53,AM
8739,0.2273349,01/07/2024,11:29:53,AM
8754,0.2273349,01/07/2024,11:29:53,AM
8764,0.2273349,01/07/2024,11:29:53,AM
8775,0.2273349,01/07/2024,11:29:53,AM
8787,0.2273349,01/07/2024,11:29:53,AM
8798,0.2273349,01/07/2024,11:29:53,AM
8808,0.2273349,01/07/2024,11:29:53,AM
8819,0.2273349,01/07/2024,11:29:53,AM
8834,0.2273349,01/07/2024,11:29:53,AM
8845,0.2273349,01/07/2024,11:29:53,AM
8855,0.2273349,01/07/2024,11:29:53,AM
8866,0.2273349,01/07/2024,11:29:53,AM
8877,0.2273349,01/07/2024,11:29:53,AM
8889,0.2273349,01/07/2024,11:29:53,AM
8899,0.2273349,01/07/2024,11:29:53,AM
8914,0.2273349,01/07/2024,11:29:53,AM
8925,0.2273349,01/07/2024,11:29:53,AM
8935,0.2273349,01/07/2024,11:29:53,AM
8946,0.2273349,01/07/2024,11:29:53,AM
8958,0.2273349,01/07/2024,11:29:53,AM
8968,0.2273349,01/07/2024,11:29:53,AM
8980,0.2273349,01/07/2024,11:29:53,AM
8994,0.2273349,01/07/2024,11:29:53,AM
9004,0.2273349,01/07/2024,11:29:53,AM
9016,0.2273349,01/07/2024,11:29:53,AM
9027,0.2273349,01/07/2024,11:29:53,AM
9038,0.2273349,01/07/2024,11:29:53,AM
9048,0.2273349,01/07/2024,11:29:53,AM
9060,0.2273349,01/07/2024,11:29:53,AM
9074,0.2273349,01/07/2024,11:29:53,AM
9085,0.2273349,01/07/2024,11:29:53,AM
9095,0.2273349,01/07/2024,11:29:53,AM
9106,0.2273349,01/07/2024,11:29:53,AM
9117,0.2273349,01/07/2024,11:29:53,AM
9128,0.2273349,01/07/2024,11:29:53,AM
9139,0.2273349,01/07/2024,11:29:53,AM
9154,0.2273349,01/07/2024,11:29:53,AM
9164,0.2273349,01/07/2024,11:29:53,AM
9175,0.2273349,01/07/2024,11:29:53,AM
9186,0.2273349,01/07/2024,11:29:53,AM
9198,0.2273349,01/07/2024,11:29:53,AM
9258,0.227158,01/07/2024,11:29:53,AM
9273,0.227158,01/07/2024,11:29:53,AM
9283,0.227158,01/07/2024,11:29:53,AM
9294,0.227158,01/07/2024,11:29:53,AM
9305,0.227158,01/07/2024,11:29:53,AM
9316,0.227158,01/07/2024,11:29:53,AM
9328,0.227158,01/07/2024,11:29:53,AM
9339,0.227158,01/07/2024,11:29:53,AM
9353,0.227158,01/07/2024,11:29:53,AM
9364,0.227158,01/07/2024,11:29:53,AM
9374,0.227158,01/07/2024,11:29:53,AM
9385,0.227158,01/07/2024,11:29:53,AM
9396,0.227158,01/07/2024,11:29:53,AM
9408,0.227158,01/07/2024,11:29:53,AM
9419,0.227158,01/07/2024,11:29:53,AM
9433,0.227158,01/07/2024,11:29:53,AM
9443,0.227158,01/07/2024,11:29:53,AM
9455,0.227158,01/07/2024,11:29:53,AM
9466,0.227158,01/07/2024,11:29:53,AM
9477,0.227158,01/07/2024,11:29:53,AM
9487,0.227158,01/07/2024,11:29:53,AM
9498,0.227158,01/07/2024,11:29:53,AM
9513,0.227158,01/07/2024,11:29:53,AM
9524,0.227158,01/07/2024,11:29:53,AM
9535,0.227158,01/07/2024,11:29:53,AM
9546,0.227158,01/07/2024,11:29:53,AM
9556,0.227158,01/07/2024,11:29:53,AM
9567,0.227158,01/07/2024,11:29:53,AM
9579,0.227158,01/07/2024,11:29:53,AM
9593,0.227158,01/07/2024,11:29:53,AM
9603,0.227158,01/07/2024,11:29:53,AM
9614,0.227158,01/07/2024,11:29:53,AM
9625,0.227158,01/07/2024,11:29:53,AM
9637,0.227158,01/07/2024,11:29:53,AM
9648,0.227158,01/07/2024,11:29:53,AM
9659,0.227158,01/07/2024,11:29:53,AM
9673,0.227158,01/07/2024,11:29:53,AM
9683,0.227158,01/07/2024,11:29:53,AM
9695,0.227158,01/07/2024,11:29:54,AM
9706,0.227158,01/07/2024,11:29:54,AM
9716,0.227158,01/07/2024,11:29:54,AM
9728,0.227158,01/07/2024,11:29:54,AM
9738,0.227158,01/07/2024,11:29:54,AM
9753,0.227158,01/07/2024,11:29:54,AM
9764,0.227158,01/07/2024,11:29:54,AM
9774,0.227158,01/07/2024,11:29:54,AM
9785,0.227158,01/07/2024,11:29:54,AM
9796,0.227158,01/07/2024,11:29:54,AM
9808,0.227158,01/07/2024,11:29:54,AM
9819,0.227158,01/07/2024,11:29:54,AM
9833,0.227158,01/07/2024,11:29:54,AM
9843,0.227158,01/07/2024,11:29:54,AM
9854,0.227158,01/07/2024,11:29:54,AM
9865,0.227158,01/07/2024,11:29:54,AM
9877,0.227158,01/07/2024,11:29:54,AM
9888,0.227158,01/07/2024,11:29:54,AM
9898,0.227158,01/07/2024,11:29:54,AM
9913,0.227158,01/07/2024,11:29:54,AM
9924,0.227158,01/07/2024,11:29:54,AM
9934,0.227158,01/07/2024,11:29:54,AM
9946,0.227158,01/07/2024,11:29:54,AM
9956,0.227158,01/07/2024,11:29:54,AM
9968,0.227158,01/07/2024,11:29:54,AM
9978,0.227158,01/07/2024,11:29:54,AM
9993,0.227158,01/07/2024,11:29:54,AM
10003,0.227158,01/07/2024,11:29:54,AM
10015,0.227158,01/07/2024,11:29:54,AM
10026,0.227158,01/07/2024,11:29:54,AM
10037,0.227158,01/07/2024,11:29:54,AM
10047,0.227158,01/07/2024,11:29:54,AM
10059,0.227158,01/07/2024,11:29:54,AM
10073,0.227158,01/07/2024,11:29:54,AM
10083,0.227158,01/07/2024,11:29:54,AM
10094,0.227158,01/07/2024,11:29:54,AM
10105,0.227158,01/07/2024,11:29:54,AM
10117,0.227158,01/07/2024,11:29:54,AM
10128,0.227158,01/07/2024,11:29:54,AM
10138,0.227158,01/07/2024,11:29:54,AM
10153,0.227158,01/07/2024,11:29:54,AM
10163,0.227158,01/07/2024,11:29:54,AM
10174,0.227158,01/07/2024,11:29:54,AM
10185,0.227158,01/07/2024,11:29:54,AM
10196,0.227158,01/07/2024,11:29:54,AM
10207,0.227158,01/07/2024,11:29:54,AM
10218,0.227158,01/07/2024,11:29:54,AM
10236,0.2260726,01/07/2024,11:29:54,AM
10247,0.2260726,01/07/2024,11:29:54,AM
10257,0.2260726,01/07/2024,11:29:54,AM
10313,0.2260726,01/07/2024,11:29:54,AM
10323,0.2260726,01/07/2024,11:29:54,AM
10335,0.2260726,01/07/2024,11:29:54,AM
10346,0.2260726,01/07/2024,11:29:54,AM
10357,0.2260726,01/07/2024,11:29:54,AM
10368,0.2260726,01/07/2024,11:29:54,AM
10378,0.2260726,01/07/2024,11:29:54,AM
10393,0.2260726,01/07/2024,11:29:54,AM
10403,0.2260726,01/07/2024,11:29:54,AM
10414,0.2260726,01/07/2024,11:29:54,AM
10425,0.2260726,01/07/2024,11:29:54,AM
10436,0.2260726,01/07/2024,11:29:54,AM
10447,0.2260726,01/07/2024,11:29:54,AM
10458,0.2260726,01/07/2024,11:29:54,AM
10473,0.2260726,01/07/2024,11:29:54,AM
10483,0.2260726,01/07/2024,11:29:54,AM
10495,0.2260726,01/07/2024,11:29:54,AM
10505,0.2260726,01/07/2024,11:29:54,AM
10516,0.2260726,01/07/2024,11:29:54,AM
10528,0.2260726,01/07/2024,11:29:54,AM
10539,0.2260726,01/07/2024,11:29:54,AM
10553,0.2260726,01/07/2024,11:29:54,AM
10563,0.2260726,01/07/2024,11:29:54,AM
10574,0.2260726,01/07/2024,11:29:54,AM
10585,0.2260726,01/07/2024,11:29:54,AM
10596,0.2260726,01/07/2024,11:29:54,AM
10608,0.2260726,01/07/2024,11:29:54,AM
10618,0.2260726,01/07/2024,11:29:54,AM
10633,0.2260726,01/07/2024,11:29:54,AM
10643,0.2260726,01/07/2024,11:29:54,AM
10654,0.2260726,01/07/2024,11:29:54,AM
10665,0.2260726,01/07/2024,11:29:54,AM
10677,0.2260726,01/07/2024,11:29:54,AM
10687,0.2260726,01/07/2024,11:29:55,AM
10699,0.2260726,01/07/2024,11:29:55,AM
10713,0.2260726,01/07/2024,11:29:55,AM
10723,0.2260726,01/07/2024,11:29:55,AM
10735,0.2260726,01/07/2024,11:29:55,AM
10746,0.2260726,01/07/2024,11:29:55,AM
10756,0.2260726,01/07/2024,11:29:55,AM
10768,0.2260726,01/07/2024,11:29:55,AM
10778,0.2260726,01/07/2024,11:29:55,AM
10793,0.2260726,01/07/2024,11:29:55,AM
10803,0.2260726,01/07/2024,11:29:55,AM
10815,0.2260726,01/07/2024,11:29:55,AM
10826,0.2260726,01/07/2024,11:29:55,AM
10836,0.2260726,01/07/2024,11:29:55,AM
10848,0.2260726,01/07/2024,11:29:55,AM
10859,0.2260726,01/07/2024,11:29:55,AM
10873,0.2260726,01/07/2024,11:29:55,AM
10883,0.2260726,01/07/2024,11:29:55,AM
10895,0.2260726,01/07/2024,11:29:55,AM
10906,0.2260726,01/07/2024,11:29:55,AM
10917,0.2260726,01/07/2024,11:29:55,AM
10927,0.2260726,01/07/2024,11:29:55,AM
10938,0.2260726,01/07/2024,11:29:55,AM
10953,0.2260726,01/07/2024,11:29:55,AM
10963,0.2260726,01/07/2024,11:29:55,AM
10974,0.2260726,01/07/2024,11:29:55,AM
10985,0.2260726,01/07/2024,11:29:55,AM
10996,0.2260726,01/07/2024,11:29:55,AM
11007,0.2260726,01/07/2024,11:29:55,AM
11019,0.2260726,01/07/2024,11:29:55,AM
11033,0.2260726,01/07/2024,11:29:55,AM
11043,0.2260726,01/07/2024,11:29:55,AM
11054,0.2260726,01/07/2024,11:29:55,AM
11065,0.2260726,01/07/2024,11:29:55,AM
11077,0.2260726,01/07/2024,11:29:55,AM
11088,0.2260726,01/07/2024,11:29:55,AM
11098,0.2260726,01/07/2024,11:29:55,AM
11113,0.2260726,01/07/2024,11:29:55,AM
11123,0.2260726,01/07/2024,11:29:55,AM
11135,0.2260726,01/07/2024,11:29:55,AM
11146,0.2260726,01/07/2024,11:29:55,AM
11157,0.2260726,01/07/2024,11:29:55,AM
11167,0.2260726,01/07/2024,11:29:55,AM
11178,0.2260726,01/07/2024,11:29:55,AM
11193,0.2260726,01/07/2024,11:29:55,AM
11204,0.2260726,01/07/2024,11:29:55,AM
11214,0.2260726,01/07/2024,11:29:55,AM
11225,0.2260726,01/07/2024,11:29:55,AM
11236,0.2271437,01/07/2024,11:29:55,AM
11247,0.2271437,01/07/2024,11:29:55,AM
11259,0.2271437,01/07/2024,11:29:55,AM
11273,0.2271437,01/07/2024,11:29:55,AM
11283,0.2271437,01/07/2024,11:29:55,AM
11294,0.2271437,01/07/2024,11:29:55,AM
11305,0.2271437,01/07/2024,11:29:55,AM
11363,0.2271437,01/07/2024,11:29:55,AM
11373,0.2271437,01/07/2024,11:29:55,AM
11385,0.2271437,01/07/2024,11:29:55,AM
11395,0.2271437,01/07/2024,11:29:55,AM
11406,0.2271437,01/07/2024,11:29:55,AM
11418,0.2271437,01/07/2024,11:29:55,AM
11432,0.2271437,01/07/2024,11:29:55,AM
11442,0.2271437,01/07/2024,11:29:55,AM
11453,0.2271437,01/07/2024,11:29:55,AM
11464,0.2271437,01/07/2024,11:29:55,AM
11476,0.2271437,01/07/2024,11:29:55,AM
11487,0.2271437,01/07/2024,11:29:55,AM
11498,0.2271437,01/07/2024,11:29:55,AM
11512,0.2271437,01/07/2024,11:29:55,AM
11522,0.2271437,01/07/2024,11:29:55,AM
11534,0.2271437,01/07/2024,11:29:55,AM
11544,0.2271437,01/07/2024,11:29:55,AM
11555,0.2271437,01/07/2024,11:29:55,AM
11566,0.2271437,01/07/2024,11:29:55,AM
11577,0.2271437,01/07/2024,11:29:55,AM
11592,0.2271437,01/07/2024,11:29:55,AM
11603,0.2271437,01/07/2024,11:29:55,AM
11613,0.2271437,01/07/2024,11:29:55,AM
11625,0.2271437,01/07/2024,11:29:55,AM
11635,0.2271437,01/07/2024,11:29:55,AM
11646,0.2271437,01/07/2024,11:29:55,AM
11657,0.2271437,01/07/2024,11:29:55,AM
11672,0.2271437,01/07/2024,11:29:55,AM
11682,0.2271437,01/07/2024,11:29:55,AM
11693,0.2271437,01/07/2024,11:29:56,AM
11704,0.2271437,01/07/2024,11:29:56,AM
11715,0.2271437,01/07/2024,11:29:56,AM
11727,0.2271437,01/07/2024,11:29:56,AM
11738,0.2271437,01/07/2024,11:29:56,AM
11752,0.2271437,01/07/2024,11:29:56,AM
11762,0.2271437,01/07/2024,11:29:56,AM
11773,0.2271437,01/07/2024,11:29:56,AM
11784,0.2271437,01/07/2024,11:29:56,AM
11795,0.2271437,01/07/2024,11:29:56,AM
11807,0.2271437,01/07/2024,11:29:56,AM
11818,0.2271437,01/07/2024,11:29:56,AM
11832,0.2271437,01/07/2024,11:29:56,AM
11842,0.2271437,01/07/2024,11:29:56,AM
11853,0.2271437,01/07/2024,11:29:56,AM
11864,0.2271437,01/07/2024,11:29:56,AM
11875,0.2271437,01/07/2024,11:29:56,AM
11887,0.2271437,01/07/2024,11:29:56,AM
11897,0.2271437,01/07/2024,11:29:56,AM
11912,0.2271437,01/07/2024,11:29:56,AM
11923,0.2271437,01/07/2024,11:29:56,AM
11934,0.2271437,01/07/2024,11:29:56,AM
11945,0.2271437,01/07/2024,11:29:56,AM
11955,0.2271437,01/07/2024,11:29:56,AM
11966,0.2271437,01/07/2024,11:29:56,AM
11977,0.2271437,01/07/2024,11:29:56,AM
11992,0.2271437,01/07/2024,11:29:56,AM
12002,0.2271437,01/07/2024,11:29:56,AM
12013,0.2271437,01/07/2024,11:29:56,AM
12025,0.2271437,01/07/2024,11:29:56,AM
12035,0.2271437,01/07/2024,11:29:56,AM
12046,0.2271437,01/07/2024,11:29:56,AM
12057,0.2271437,01/07/2024,11:29:56,AM
12072,0.2271437,01/07/2024,11:29:56,AM
12082,0.2271437,01/07/2024,11:29:56,AM
12093,0.2271437,01/07/2024,11:29:56,AM
12104,0.2271437,01/07/2024,11:29:56,AM
12115,0.2271437,01/07/2024,11:29:56,AM
12126,0.2271437,01/07/2024,11:29:56,AM
12138,0.2271437,01/07/2024,11:29:56,AM
12152,0.2271437,01/07/2024,11:29:56,AM
12162,0.2271437,01/07/2024,11:29:56,AM
12173,0.2271437,01/07/2024,11:29:56,AM
12184,0.2271437,01/07/2024,11:29:56,AM
12196,0.2271437,01/07/2024,11:29:56,AM
12207,0.2271437,01/07/2024,11:29:56,AM
12218,0.2271437,01/07/2024,11:29:56,AM
12235,0.2262974,01/07/2024,11:29:56,AM
12246,0.2262974,01/07/2024,11:29:56,AM
12256,0.2262974,01/07/2024,11:29:56,AM
12267,0.2262974,01/07/2024,11:29:56,AM
12279,0.2262974,01/07/2024,11:29:56,AM
12293,0.2262974,01/07/2024,11:29:56,AM
12304,0.2262974,01/07/2024,11:29:56,AM
12316,0.2262974,01/07/2024,11:29:56,AM
12326,0.2262974,01/07/2024,11:29:56,AM
12338,0.2262974,01/07/2024,11:29:56,AM
12352,0.2262974,01/07/2024,11:29:56,AM
12362,0.2262974,01/07/2024,11:29:56,AM
12415,0.2262974,01/07/2024,11:29:56,AM
12426,0.2262974,01/07/2024,11:29:56,AM
12436,0.2262974,01/07/2024,11:29:56,AM
12448,0.2262974,01/07/2024,11:29:56,AM
12459,0.2262974,01/07/2024,11:29:56,AM
12473,0.2262974,01/07/2024,11:29:56,AM
12484,0.2262974,01/07/2024,11:29:56,AM
12494,0.2262974,01/07/2024,11:29:56,AM
12505,0.2262974,01/07/2024,11:29:56,AM
12517,0.2262974,01/07/2024,11:29:56,AM
12527,0.2262974,01/07/2024,11:29:56,AM
12538,0.2262974,01/07/2024,11:29:56,AM
12552,0.2262974,01/07/2024,11:29:56,AM
12563,0.2262974,01/07/2024,11:29:56,AM
12574,0.2262974,01/07/2024,11:29:56,AM
12585,0.2262974,01/07/2024,11:29:56,AM
12596,0.2262974,01/07/2024,11:29:56,AM
12607,0.2262974,01/07/2024,11:29:56,AM
12619,0.2262974,01/07/2024,11:29:56,AM
12632,0.2262974,01/07/2024,11:29:56,AM
12643,0.2262974,01/07/2024,11:29:56,AM
12654,0.2262974,01/07/2024,11:29:56,AM
12665,0.2262974,01/07/2024,11:29:56,AM
12676,0.2262974,01/07/2024,11:29:56,AM
12687,0.2262974,01/07/2024,11:29:57,AM
12698,0.2262974,01/07/2024,11:29:57,AM
12712,0.2262974,01/07/2024,11:29:57,AM
12723,0.2262974,01/07/2024,11:29:57,AM
12734,0.2262974,01/07/2024,11:29:57,AM
12745,0.2262974,01/07/2024,11:29:57,AM
12756,0.2262974,01/07/2024,11:29:57,AM
12767,0.2262974,01/07/2024,11:29:57,AM
12781,0.2262974,01/07/2024,11:29:57,AM
12792,0.2262974,01/07/2024,11:29:57,AM
12803,0.2262974,01/07/2024,11:29:57,AM
12815,0.2262974,01/07/2024,11:29:57,AM
12825,0.2262974,01/07/2024,11:29:57,AM
12836,0.2262974,01/07/2024,11:29:57,AM
12847,0.2262974,01/07/2024,11:29:57,AM
12862,0.2262974,01/07/2024,11:29:57,AM
12873,0.2262974,01/07/2024,11:29:57,AM
12884,0.2262974,01/07/2024,11:29:57,AM
12895,0.2262974,01/07/2024,11:29:57,AM
12907,0.2262974,01/07/2024,11:29:57,AM
12917,0.2262974,01/07/2024,11:29:57,AM
12932,0.2262974,01/07/2024,11:29:57,AM
12942,0.2262974,01/07/2024,11:29:57,AM
12953,0.2262974,01/07/2024,11:29:57,AM
12964,0.2262974,01/07/2024,11:29:57,AM
12976,0.2262974,01/07/2024,11:29:57,AM
12986,0.2262974,01/07/2024,11:29:57,AM
12997,0.2262974,01/07/2024,11:29:57,AM
13012,0.2262974,01/07/2024,11:29:57,AM
13022,0.2262974,01/07/2024,11:29:57,AM
13033,0.2262974,01/07/2024,11:29:57,AM
13044,0.2262974,01/07/2024,11:29:57,AM
13056,0.2262974,01/07/2024,11:29:57,AM
13066,0.2262974,01/07/2024,11:29:57,AM
13077,0.2262974,01/07/2024,11:29:57,AM
13092,0.2262974,01/07/2024,11:29:57,AM
13102,0.2262974,01/07/2024,11:29:57,AM
13113,0.2262974,01/07/2024,11:29:57,AM
13124,0.2262974,01/07/2024,11:29:57,AM
13135,0.2262974,01/07/2024,11:29:57,AM
13146,0.2262974,01/07/2024,11:29:57,AM
13158,0.2262974,01/07/2024,11:29:57,AM
13172,0.2262974,01/07/2024,11:29:57,AM
13182,0.2262974,01/07/2024,11:29:57,AM
13193,0.2262974,01/07/2024,11:29:57,AM
13204,0.2262974,01/07/2024,11:29:57,AM
13215,0.2262974,01/07/2024,11:29:57,AM
13226,0.2262974,01/07/2024,11:29:57,AM
13237,0.2259177,01/07/2024,11:29:57,AM
13252,0.2259177,01/07/2024,11:29:57,AM
13262,0.2259177,01/07/2024,11:29:57,AM
13274,0.2259177,01/07/2024,11:29:57,AM
13285,0.2259177,01/07/2024,11:29:57,AM
13296,0.2259177,01/07/2024,11:29:57,AM
13306,0.2259177,01/07/2024,11:29:57,AM
13318,0.2259177,01/07/2024,11:29:57,AM
13332,0.2259177,01/07/2024,11:29:57,AM
13343,0.2259177,01/07/2024,11:29:57,AM
13354,0.2259177,01/07/2024,11:29:57,AM
13365,0.2259177,01/07/2024,11:29:57,AM
13376,0.2259177,01/07/2024,11:29:57,AM
13388,0.2259177,01/07/2024,11:29:57,AM
13402,0.2259177,01/07/2024,11:29:57,AM
13413,0.2259177,01/07/2024,11:29:57,AM
13464,0.2259177,01/07/2024,11:29:57,AM
13475,0.2259177,01/07/2024,11:29:57,AM
13486,0.2259177,01/07/2024,11:29:57,AM
13497,0.2259177,01/07/2024,11:29:57,AM
13512,0.2259177,01/07/2024,11:29:57,AM
13523,0.2259177,01/07/2024,11:29:57,AM
13533,0.2259177,01/07/2024,11:29:57,AM
13544,0.2259177,01/07/2024,11:29:57,AM
13556,0.2259177,01/07/2024,11:29:57,AM
13566,0.2259177,01/07/2024,11:29:57,AM
13578,0.2259177,01/07/2024,11:29:57,AM
13592,0.2259177,01/07/2024,11:29:57,AM
13603,0.2259177,01/07/2024,11:29:57,AM
13613,0.2259177,01/07/2024,11:29:57,AM
13624,0.2259177,01/07/2024,11:29:57,AM
13635,0.2259177,01/07/2024,11:29:57,AM
13646,0.2259177,01/07/2024,11:29:57,AM
13657,0.2259177,01/07/2024,11:29:57,AM
13672,0.2259177,01/07/2024,11:29:57,AM
13683,0.2259177,01/07/2024,11:29:57,AM
13693,0.2259177,01/07/2024,11:29:58,AM
13704,0.2259177,01/07/2024,11:29:58,AM
13715,0.2259177,01/07/2024,11:29:58,AM
13726,0.2259177,01/07/2024,11:29:58,AM
13738,0.2259177,01/07/2024,11:29:58,AM
13752,0.2259177,01/07/2024,11:29:58,AM
13763,0.2259177,01/07/2024,11:29:58,AM
13773,0.2259177,01/07/2024,11:29:58,AM
13784,0.2259177,01/07/2024,11:29:58,AM
13795,0.2259177,01/07/2024,11:29:58,AM
13807,0.2259177,01/07/2024,11:29:58,AM
13818,0.2259177,01/07/2024,11:29:58,AM
13832,0.2259177,01/07/2024,11:29:58,AM
13842,0.2259177,01/07/2024,11:29:58,AM
13854,0.2259177,01/07/2024,11:29:58,AM
13864,0.2259177,01/07/2024,11:29:58,AM
13876,0.2259177,01/07/2024,11:29:58,AM
13886,0.2259177,01/07/2024,11:29:58,AM
13898,0.2259177,01/07/2024,11:29:58,AM
13912,0.2259177,01/07/2024,11:29:58,AM
13922,0.2259177,01/07/2024,11:29:58,AM
13933,0.2259177,01/07/2024,11:29:58,AM
13944,0.2259177,01/07/2024,11:29:58,AM
13955,0.2259177,01/07/2024,11:29:58,AM
13966,0.2259177,01/07/2024,11:29:58,AM
13978,0.2259177,01/07/2024,11:29:58,AM
13992,0.2259177,01/07/2024,11:29:58,AM
14003,0.2259177,01/07/2024,11:29:58,AM
14013,0.2259177,01/07/2024,11:29:58,AM
14024,0.2259177,01/07/2024,11:29:58,AM
14035,0.2259177,01/07/2024,11:29:58,AM
14046,0.2259177,01/07/2024,11:29:58,AM
14058,0.2259177,01/07/2024,11:29:58,AM
14072,0.2259177,01/07/2024,11:29:58,AM
14082,0.2259177,01/07/2024,11:29:58,AM
14093,0.2259177,01/07/2024,11:29:58,AM
14104,0.2259177,01/07/2024,11:29:58,AM
14115,0.2259177,01/07/2024,11:29:58,AM
14126,0.2259177,01/07/2024,11:29:58,AM
14137,0.2259177,01/07/2024,11:29:58,AM
14152,0.2259177,01/07/2024,11:29:58,AM
14162,0.2259177,01/07/2024,11:29:58,AM
14173,0.2259177,01/07/2024,11:29:58,AM
14184,0.2259177,01/07/2024,11:29:58,AM
14195,0.2259177,01/07/2024,11:29:58,AM
14206,0.2259177,01/07/2024,11:29:58,AM
14217,0.2259177,01/07/2024,11:29:58,AM
14235,0.2273516,01/07/2024,11:29:58,AM
14245,0.2273516,01/07/2024,11:29:58,AM
14256,0.2273516,01/07/2024,11:29:58,AM
14271,0.2273516,01/07/2024,11:29:58,AM
14281,0.2273516,01/07/2024,11:29:58,AM
14293,0.2273516,01/07/2024,11:29:58,AM
14304,0.2273516,01/07/2024,11:29:58,AM
14314,0.2273516,01/07/2024,11:29:58,AM
14326,0.2273516,01/07/2024,11:29:58,AM
14336,0.2273516,01/07/2024,11:29:58,AM
14351,0.2273516,01/07/2024,11:29:58,AM
14362,0.2273516,01/07/2024,11:29:58,AM
14372,0.2273516,01/07/2024,11:29:58,AM
14383,0.2273516,01/07/2024,11:29:58,AM
14394,0.2273516,01/07/2024,11:29:58,AM
14406,0.2273516,01/07/2024,11:29:58,AM
14416,0.2273516,01/07/2024,11:29:58,AM
14431,0.2273516,01/07/2024,11:29:58,AM
14442,0.2273516,01/07/2024,11:29:58,AM
14452,0.2273516,01/07/2024,11:29:58,AM
14464,0.2273516,01/07/2024,11:29:58,AM
14517,0.2273516,01/07/2024,11:29:58,AM
14531,0.2273516,01/07/2024,11:29:58,AM
14541,0.2273516,01/07/2024,11:29:58,AM
14553,0.2273516,01/07/2024,11:29:58,AM
14564,0.2273516,01/07/2024,11:29:58,AM
14574,0.2273516,01/07/2024,11:29:58,AM
14585,0.2273516,01/07/2024,11:29:58,AM
14596,0.2273516,01/07/2024,11:29:58,AM
14611,0.2273516,01/07/2024,11:29:58,AM
14621,0.2273516,01/07/2024,11:29:58,AM
14632,0.2273516,01/07/2024,11:29:58,AM
14643,0.2273516,01/07/2024,11:29:58,AM
14654,0.2273516,01/07/2024,11:29:58,AM
14665,0.2273516,01/07/2024,11:29:58,AM
14676,0.2273516,01/07/2024,11:29:58,AM
14691,0.2273516,01/07/2024,11:29:59,AM
14701,0.2273516,01/07/2024,11:29:59,AM
14712,0.2273516,01/07/2024,11:29:59,AM
14723,0.2273516,01/07/2024,11:29:59,AM
14734,0.2273516,01/07/2024,11:29:59,AM
14745,0.2273516,01/07/2024,11:29:59,AM
14756,0.2273516,01/07/2024,11:29:59,AM
14771,0.2273516,01/07/2024,11:29:59,AM
14782,0.2273516,01/07/2024,11:29:59,AM
14792,0.2273516,01/07/2024,11:29:59,AM
14803,0.2273516,01/07/2024,11:29:59,AM
14814,0.2273516,01/07/2024,11:29:59,AM
14825,0.2273516,01/07/2024,11:29:59,AM
14836,0.2273516,01/07/2024,11:29:59,AM
14851,0.2273516,01/07/2024,11:29:59,AM
14862,0.2273516,01/07/2024,11:29:59,AM
14873,0.2273516,01/07/2024,11:29:59,AM
14884,0.2273516,01/07/2024,11:29:59,AM
14894,0.2273516,01/07/2024,11:29:59,AM
14905,0.2273516,01/07/2024,11:29:59,AM
14916,0.2273516,01/07/2024,11:29:59,AM
14931,0.2273516,01/07/2024,11:29:59,AM
14941,0.2273516,01/07/2024,11:29:59,AM
14952,0.2273516,01/07/2024,11:29:59,AM
14963,0.2273516,01/07/2024,11:29:59,AM
14975,0.2273516,01/07/2024,11:29:59,AM
14986,0.2273516,01/07/2024,11:29:59,AM
