timp(ms),,sch operatii,task1,repetare,speed,J1,J2,J3,J4,J5,J6,X,Y,Z,,,,,,
1580,op_change,0,to_home,48,0,-0.4687918,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9996,-4.7113,546.9863,01/07/2024,11:20:12,,01/07/2024,11:29:45,
1738,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0007247237,78.71111,-0.5228668,575.9995,-4.712357,546.9863,01/07/2024,11:20:13,,01/07/2024,11:29:46,
1859,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5228566,575.9995,-4.711299,546.9857,01/07/2024,11:20:13,,01/07/2024,11:29:46,
1984,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9995,-4.711599,546.9857,01/07/2024,11:20:13,,01/07/2024,11:29:46,
2102,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71127,-0.5229454,575.9998,-4.711602,546.9871,01/07/2024,11:20:13,,01/07/2024,11:29:46,
2224,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0004545681,78.7111,-0.5228477,575.9997,-4.712659,546.9863,01/07/2024,11:20:13,,01/07/2024,11:29:46,
2345,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0004545681,78.71126,-0.523097,575.9998,-4.7113,546.9863,01/07/2024,11:20:13,,01/07/2024,11:29:46,
2473,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0004545681,78.71126,-0.523097,575.9993,-4.712355,546.9857,01/07/2024,11:20:13,,01/07/2024,11:29:46,
2584,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9995,-4.712657,546.9863,01/07/2024,11:20:13,,01/07/2024,11:29:46,
2708,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9993,-4.712656,546.9857,01/07/2024,11:20:13,,01/07/2024,11:29:47,
2827,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9993,-4.712656,546.9874,01/07/2024,11:20:14,,01/07/2024,11:29:47,
2948,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9995,-4.712657,546.9863,01/07/2024,11:20:14,,01/07/2024,11:29:47,
3070,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9995,-4.711599,546.9857,01/07/2024,11:20:14,,01/07/2024,11:29:47,
3191,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,576.0001,-4.712361,546.9855,01/07/2024,11:20:14,,01/07/2024,11:29:47,
3311,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0007247237,78.71103,-0.5229966,575.9995,-4.712357,546.9857,01/07/2024,11:20:14,,01/07/2024,11:29:47,
3431,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45536,-0.0007247237,78.71111,-0.5230376,575.9995,-4.712657,546.9857,01/07/2024,11:20:14,,01/07/2024,11:29:47,
3552,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9995,-4.712657,546.9863,01/07/2024,11:20:14,,01/07/2024,11:29:47,
3673,op_change,0,to_home,48,0,-0.4687918,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9995,-4.712357,546.9863,01/07/2024,11:20:14,,01/07/2024,11:29:47,
3794,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45536,-0.0004545681,78.71126,-0.5229263,576,-4.712661,546.9871,01/07/2024,11:20:15,,01/07/2024,11:29:48,
3915,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,576,-4.712661,546.9871,01/07/2024,11:20:15,,01/07/2024,11:29:48,
4036,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9996,-4.7113,546.9863,01/07/2024,11:20:15,,01/07/2024,11:29:48,
4157,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5230185,575.9998,-4.7113,546.9863,01/07/2024,11:20:15,,01/07/2024,11:29:48,
4278,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9998,-4.711301,546.9871,01/07/2024,11:20:15,,01/07/2024,11:29:48,
4399,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71127,-0.5229454,575.9998,-4.7113,546.9863,01/07/2024,11:20:15,,01/07/2024,11:29:48,
4521,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9991,-4.712655,546.9874,01/07/2024,11:20:15,,01/07/2024,11:29:48,
4641,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45514,-0.0007247237,78.71111,-0.5228668,575.9993,-4.712656,546.9857,01/07/2024,11:20:15,,01/07/2024,11:29:48,
4762,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0004545681,78.7111,-0.5228477,575.9995,-4.711599,546.9857,01/07/2024,11:20:16,,01/07/2024,11:29:49,
4882,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9995,-4.712357,546.9863,01/07/2024,11:20:16,,01/07/2024,11:29:49,
5003,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9997,-4.712358,546.9863,01/07/2024,11:20:16,,01/07/2024,11:29:49,
5125,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9993,-4.712355,546.9857,01/07/2024,11:20:16,,01/07/2024,11:29:49,
5247,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0004545681,78.7111,-0.5228477,575.9993,-4.711598,546.9857,01/07/2024,11:20:16,,01/07/2024,11:29:49,
5368,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9991,-4.712354,546.9874,01/07/2024,11:20:16,,01/07/2024,11:29:49,
5488,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9997,-4.711601,546.9863,01/07/2024,11:20:16,,01/07/2024,11:29:49,
5608,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0004545681,78.7111,-0.5228477,575.9988,-4.712652,546.9866,01/07/2024,11:20:16,,01/07/2024,11:29:49,
5729,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71127,-0.5231161,575.9998,-4.7113,546.9863,01/07/2024,11:20:17,,01/07/2024,11:29:50,
5852,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0004545681,78.7111,-0.5228477,575.9997,-4.712358,546.9863,01/07/2024,11:20:17,,01/07/2024,11:29:50,
5971,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9993,-4.712356,546.9874,01/07/2024,11:20:17,,01/07/2024,11:29:50,
6093,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9996,-4.7113,546.9863,01/07/2024,11:20:17,,01/07/2024,11:29:50,
6217,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45536,-0.0004545681,78.71126,-0.523097,575.9993,-4.711598,546.9874,01/07/2024,11:20:17,,01/07/2024,11:29:50,
6333,op_change,0,to_home,48,0,-0.4686865,21.74533,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9995,-4.712657,546.9863,01/07/2024,11:20:17,,01/07/2024,11:29:50,
6455,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45536,-0.0007247237,78.71111,-0.5230376,575.9998,-4.711602,546.9871,01/07/2024,11:20:17,,01/07/2024,11:29:50,
6576,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9997,-4.712358,546.9863,01/07/2024,11:20:17,,01/07/2024,11:29:50,
6697,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9995,-4.711599,546.9857,01/07/2024,11:20:17,,01/07/2024,11:29:51,
6818,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9995,-4.712657,546.9863,01/07/2024,11:20:18,,01/07/2024,11:29:51,
6939,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71111,-0.5228668,575.9993,-4.712656,546.9874,01/07/2024,11:20:18,,01/07/2024,11:29:51,
7061,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9997,-4.711601,546.9863,01/07/2024,11:20:18,,01/07/2024,11:29:51,
7182,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71127,-0.5231161,575.9995,-4.712657,546.9863,01/07/2024,11:20:18,,01/07/2024,11:29:51,
7302,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71127,-0.5231161,575.9995,-4.712657,546.9863,01/07/2024,11:20:18,,01/07/2024,11:29:51,
7423,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9998,-4.713418,546.9871,01/07/2024,11:20:18,,01/07/2024,11:29:51,
7544,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,576.0001,-4.712663,546.9855,01/07/2024,11:20:18,,01/07/2024,11:29:51,
7665,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9998,-4.7113,546.9863,01/07/2024,11:20:18,,01/07/2024,11:29:51,
7786,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45536,-0.0007247237,78.71111,-0.522778,576,-4.712361,546.9871,01/07/2024,11:20:19,,01/07/2024,11:29:52,
7907,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.71126,-0.5228375,575.9997,-4.712659,546.9863,01/07/2024,11:20:19,,01/07/2024,11:29:52,
8030,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71111,-0.5230376,575.9997,-4.712358,546.9863,01/07/2024,11:20:19,,01/07/2024,11:29:52,
8150,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9993,-4.711298,546.9857,01/07/2024,11:20:19,,01/07/2024,11:29:52,
8269,op_change,0,to_home,48,0,-0.4687918,21.74544,-10.45514,-0.0007247237,78.71111,-0.5230376,575.9995,-4.711599,546.9857,01/07/2024,11:20:19,,01/07/2024,11:29:52,
8390,op_change,0,to_home,48,0,-0.4686865,21.74533,-10.45536,-0.0007247237,78.71127,-0.5229454,575.9995,-4.713415,546.9863,01/07/2024,11:20:19,,01/07/2024,11:29:52,
8509,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9997,-4.711601,546.9863,01/07/2024,11:20:19,,01/07/2024,11:29:52,
8632,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71127,-0.5229454,575.9993,-4.712355,546.9857,01/07/2024,11:20:19,,01/07/2024,11:29:52,
8756,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45536,-0.0007247237,78.71127,-0.5231161,575.9993,-4.712355,546.9857,01/07/2024,11:20:20,,01/07/2024,11:29:53,
8875,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.71126,-0.523097,575.9995,-4.711599,546.9863,01/07/2024,11:20:20,,01/07/2024,11:29:53,
8995,op_change,0,to_home,48,0,-0.4686865,21.74533,-10.45536,-0.0007247237,78.71127,-0.5229454,575.9995,-4.711599,546.9863,01/07/2024,11:20:20,,01/07/2024,11:29:53,
9117,op_change,0,to_home,48,0,-0.4686865,21.74533,-10.45514,-0.0004545681,78.7111,-0.5228477,575.9997,-4.712659,546.9863,01/07/2024,11:20:20,,01/07/2024,11:29:53,
9239,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9995,-4.711599,546.9863,01/07/2024,11:20:20,,01/07/2024,11:29:53,
9359,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,576.0001,-4.711604,546.9855,01/07/2024,11:20:20,,01/07/2024,11:29:53,
9480,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0007247237,78.71127,-0.5229454,575.9997,-4.712358,546.9863,01/07/2024,11:20:20,,01/07/2024,11:29:53,
9602,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71127,-0.5229454,575.9996,-4.7113,546.9863,01/07/2024,11:20:20,,01/07/2024,11:29:53,
9722,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9996,-4.7113,546.9863,01/07/2024,11:20:20,,01/07/2024,11:29:54,
9845,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71111,-0.5230376,575.9995,-4.712357,546.9857,01/07/2024,11:20:21,,01/07/2024,11:29:54,
9963,op_change,0,to_home,48,0,-0.4687918,21.74544,-10.45525,-0.0004545681,78.71126,-0.5228375,575.9997,-4.712358,546.9863,01/07/2024,11:20:21,,01/07/2024,11:29:54,
10084,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9998,-4.71266,546.9848,01/07/2024,11:20:21,,01/07/2024,11:29:54,
10205,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.523097,575.9997,-4.711601,546.9863,01/07/2024,11:20:21,,01/07/2024,11:29:54,
10326,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.523097,575.9996,-4.7113,546.9863,01/07/2024,11:20:21,,01/07/2024,11:29:54,
10447,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9998,-4.7113,546.9863,01/07/2024,11:20:21,,01/07/2024,11:29:54,
10568,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9995,-4.711599,546.9863,01/07/2024,11:20:21,,01/07/2024,11:29:54,
10690,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9999,-4.71266,546.9855,01/07/2024,11:20:21,,01/07/2024,11:29:55,
10811,op_change,0,to_home,48,0,-0.4685287,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,576.0001,-4.712663,546.9855,01/07/2024,11:20:22,,01/07/2024,11:29:55,
10930,op_change,0,to_home,48,0,-0.4685813,21.74533,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9995,-4.711599,546.9863,01/07/2024,11:20:22,,01/07/2024,11:29:55,
11050,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45536,-0.0007247237,78.71127,-0.5231161,575.9995,-4.711599,546.9863,01/07/2024,11:20:22,,01/07/2024,11:29:55,
11173,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.523097,575.9995,-4.711599,546.9863,01/07/2024,11:20:22,,01/07/2024,11:29:55,
11294,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71103,-0.5228258,575.9996,-4.7113,546.9863,01/07/2024,11:20:22,,01/07/2024,11:29:55,
11416,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71111,-0.5228668,576.0001,-4.712361,546.9855,01/07/2024,11:20:22,,01/07/2024,11:29:55,
11536,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9995,-4.712657,546.9857,01/07/2024,11:20:22,,01/07/2024,11:29:55,
11657,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71127,-0.5229454,575.9996,-4.7113,546.9863,01/07/2024,11:20:22,,01/07/2024,11:29:55,
11779,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9995,-4.712357,546.9863,01/07/2024,11:20:23,,01/07/2024,11:29:56,
11900,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5230185,575.9995,-4.712657,546.9863,01/07/2024,11:20:23,,01/07/2024,11:29:56,
12020,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9997,-4.712358,546.9863,01/07/2024,11:20:23,,01/07/2024,11:29:56,
12141,op_change,0,to_home,48,0,-0.4685287,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9997,-4.712659,546.9863,01/07/2024,11:20:23,,01/07/2024,11:29:56,
12261,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9997,-4.712659,546.9863,01/07/2024,11:20:23,,01/07/2024,11:29:56,
12384,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0007247237,78.71127,-0.5231161,575.9999,-4.71236,546.9855,01/07/2024,11:20:23,,01/07/2024,11:29:56,
12503,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45536,-0.0004545681,78.71126,-0.5229263,575.9995,-4.712357,546.9863,01/07/2024,11:20:23,,01/07/2024,11:29:56,
12622,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0007247237,78.71111,-0.5228668,575.9993,-4.712656,546.9857,01/07/2024,11:20:23,,01/07/2024,11:29:56,
12745,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5230185,575.9997,-4.712358,546.9863,01/07/2024,11:20:24,,01/07/2024,11:29:57,
12866,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,576,-4.712661,546.9871,01/07/2024,11:20:24,,01/07/2024,11:29:57,
12987,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9997,-4.712358,546.9863,01/07/2024,11:20:24,,01/07/2024,11:29:57,
13110,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9997,-4.712358,546.9863,01/07/2024,11:20:24,,01/07/2024,11:29:57,
13229,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,576.0001,-4.712361,546.9855,01/07/2024,11:20:24,,01/07/2024,11:29:57,
13351,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0004545681,78.7111,-0.5228477,575.9997,-4.712358,546.9863,01/07/2024,11:20:24,,01/07/2024,11:29:57,
13471,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9995,-4.712657,546.9857,01/07/2024,11:20:24,,01/07/2024,11:29:57,
13592,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0004545681,78.7111,-0.5228477,575.9997,-4.712358,546.9863,01/07/2024,11:20:24,,01/07/2024,11:29:57,
13713,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71127,-0.5229454,575.9995,-4.712657,546.9863,01/07/2024,11:20:24,,01/07/2024,11:29:58,
13834,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9998,-4.7113,546.9863,01/07/2024,11:20:25,,01/07/2024,11:29:58,
13955,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9998,-4.711602,546.9848,01/07/2024,11:20:25,,01/07/2024,11:29:58,
14076,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9997,-4.712358,546.9863,01/07/2024,11:20:25,,01/07/2024,11:29:58,
14197,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71111,-0.5228668,575.9998,-4.7113,546.9863,01/07/2024,11:20:25,,01/07/2024,11:29:58,
14318,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9995,-4.712357,546.9863,01/07/2024,11:20:25,,01/07/2024,11:29:58,
14439,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45536,-0.0004545681,78.7111,-0.5230185,575.9993,-4.711598,546.9874,01/07/2024,11:20:25,,01/07/2024,11:29:58,
14559,op_change,0,to_home,48,0,-0.4687918,21.74544,-10.45536,-0.0007247237,78.71111,-0.5228668,576.0001,-4.71342,546.9855,01/07/2024,11:20:25,,01/07/2024,11:29:58,
14678,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9997,-4.712659,546.9863,01/07/2024,11:20:25,,01/07/2024,11:29:59,
14799,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9997,-4.712358,546.9863,01/07/2024,11:20:26,,01/07/2024,11:29:59,
14925,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9997,-4.712358,546.9863,01/07/2024,11:20:26,,01/07/2024,11:29:59,
15046,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9999,-4.711302,546.9855,01/07/2024,11:20:26,,01/07/2024,11:29:59,
15173,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0004545681,78.7111,-0.5228477,575.9998,-4.7113,546.9863,01/07/2024,11:20:26,,01/07/2024,11:29:59,
15285,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5230376,575.9995,-4.712657,546.9863,01/07/2024,11:20:26,,01/07/2024,11:29:59,
15404,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71111,-0.5230376,575.9995,-4.712357,546.9863,01/07/2024,11:20:26,,01/07/2024,11:29:59,
15527,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9995,-4.711599,546.9863,01/07/2024,11:20:26,,01/07/2024,11:29:59,
15649,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9997,-4.712659,546.9863,01/07/2024,11:20:26,,01/07/2024,11:29:59,
15769,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9993,-4.711298,546.9857,01/07/2024,11:20:27,,01/07/2024,11:30:00,
15892,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9994,-4.711298,546.9874,01/07/2024,11:20:27,,01/07/2024,11:30:00,
16011,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9997,-4.712659,546.9863,01/07/2024,11:20:27,,01/07/2024,11:30:00,
16132,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45536,-0.0004545681,78.71126,-0.5229263,575.9991,-4.712354,546.9874,01/07/2024,11:20:27,,01/07/2024,11:30:00,
16251,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9998,-4.7113,546.9863,01/07/2024,11:20:27,,01/07/2024,11:30:00,
16374,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71111,-0.5230376,575.9998,-4.711301,546.9848,01/07/2024,11:20:27,,01/07/2024,11:30:00,
16495,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0007247237,78.71127,-0.5229454,575.9996,-4.7113,546.9863,01/07/2024,11:20:27,,01/07/2024,11:30:00,
16618,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45525,-0.0004545681,78.71126,-0.5229263,575.9995,-4.711599,546.9863,01/07/2024,11:20:27,,01/07/2024,11:30:00,
16737,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9997,-4.711601,546.9863,01/07/2024,11:20:28,,01/07/2024,11:30:01,
16858,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45514,-0.0007247237,78.71111,-0.5230376,575.9995,-4.712657,546.9863,01/07/2024,11:20:28,,01/07/2024,11:30:01,
16979,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9997,-4.712358,546.9863,01/07/2024,11:20:28,,01/07/2024,11:30:01,
17100,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0004545681,78.71126,-0.523097,575.9997,-4.712659,546.9863,01/07/2024,11:20:28,,01/07/2024,11:30:01,
17222,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5230185,575.9997,-4.711601,546.9863,01/07/2024,11:20:28,,01/07/2024,11:30:01,
17344,op_change,0,to_home,48,0,-0.4687918,21.74544,-10.45514,-0.0004545681,78.7111,-0.5228477,575.9995,-4.712357,546.9863,01/07/2024,11:20:28,,01/07/2024,11:30:01,
17463,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0004545681,78.71126,-0.5229263,575.9997,-4.711601,546.9863,01/07/2024,11:20:28,,01/07/2024,11:30:01,
17584,op_change,0,to_home,48,0,-0.4686865,21.74544,-10.45514,-0.0007247237,78.71127,-0.5231161,575.9995,-4.712357,546.9863,01/07/2024,11:20:28,,01/07/2024,11:30:01,
17708,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0004545681,78.7111,-0.5228477,575.9997,-4.712358,546.9863,01/07/2024,11:20:28,,01/07/2024,11:30:02,
17826,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9995,-4.711599,546.9863,01/07/2024,11:20:29,,01/07/2024,11:30:02,
17946,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9995,-4.711599,546.9863,01/07/2024,11:20:29,,01/07/2024,11:30:02,
18068,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0007247237,78.71111,-0.5230376,575.9993,-4.713714,546.9874,01/07/2024,11:20:29,,01/07/2024,11:30:02,
18190,op_change,0,to_home,48,0,-0.4685813,21.74554,-10.45525,-0.0007247237,78.71127,-0.5231161,575.9995,-4.712657,546.9857,01/07/2024,11:20:29,,01/07/2024,11:30:02,
18311,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0007247237,78.71127,-0.5231161,575.9997,-4.712659,546.9863,01/07/2024,11:20:29,,01/07/2024,11:30:02,
18430,op_change,0,to_home,48,0,-0.4686865,21.74554,-10.45525,-0.0007247237,78.71111,-0.5228668,575.9997,-4.712358,546.9863,01/07/2024,11:20:29,,01/07/2024,11:30:02,
18553,op_change,0,to_home,48,0,-0.4685813,21.74544,-10.45514,-0.0004545681,78.7111,-0.5230185,576.0001,-4.712663,546.9855,01/07/2024,11:20:29,,01/07/2024,11:30:02,
