timp(ms),,sch operatii,task1,repetare,speed,J1,J2,J3,J4,J5,J6,X,Y,Z,,,,,,
104522,op_change,0,to_home,4,250.0042,-31.0384,44.09114,-13.66237,-0.0007247237,59.56266,-31.12126,555.2106,-328.8683,356.2155,01/07/2024,11:21:55,,01/07/2024,11:31:28,
104643,op_change,0,to_home,4,250.0082,-29.40991,41.6076,-11.4975,-0.001625242,59.89233,-29.46344,555.78,-302.7434,371.7894,01/07/2024,11:21:55,,01/07/2024,11:31:28,
104753,op_change,0,to_home,4,250.0069,-27.3163,38.69715,-9.19559,-0.0002744643,60.50372,-27.35938,556.2156,-279.2263,385.6422,01/07/2024,11:21:56,,01/07/2024,11:31:29,
104874,op_change,0,to_home,4,250.0082,-25.35506,36.2014,-7.442641,-0.001625242,61.24147,-25.39887,556.7322,-253.0047,400.8709,01/07/2024,11:21:56,,01/07/2024,11:31:29,
104994,op_change,0,to_home,4,250.0071,-23.10531,33.5785,-5.84696,-0.001355087,62.25776,-23.15458,557.1548,-227.0508,416.1386,01/07/2024,11:21:56,,01/07/2024,11:31:29,
105101,op_change,0,to_home,4,250.0038,-20.77276,31.13915,-4.609437,-4.31E-06,63.46345,-20.82908,557.5329,-204.4864,429.4069,01/07/2024,11:21:56,,01/07/2024,11:31:29,
105221,op_change,0,to_home,4,250.0036,-18.70372,29.17228,-3.825611,-0.002075501,64.64807,-18.76622,557.953,-178.5047,444.8092,01/07/2024,11:21:56,,01/07/2024,11:31:29,
105340,op_change,0,to_home,4,249.9787,-16.25569,27.0882,-3.251074,-0.002525761,66.16233,-16.31623,558.4237,-152.427,460.1376,01/07/2024,11:21:56,,01/07/2024,11:31:29,
105462,op_change,0,to_home,4,250.0037,-13.75542,25.20329,-3.029461,-0.0009048274,67.82356,-13.81328,558.9072,-126.3341,475.4828,01/07/2024,11:21:56,,01/07/2024,11:31:29,
105576,op_change,0,to_home,4,250.0039,-11.37321,23.64581,-3.140049,-0.001355087,69.48689,-11.42786,559.3122,-101.9983,489.7419,01/07/2024,11:21:56,,01/07/2024,11:31:29,
105696,op_change,0,to_home,4,250.0044,-8.775403,22.21092,-3.590856,-0.002525761,71.37047,-8.830641,559.7593,-75.94911,505.0591,01/07/2024,11:21:56,,01/07/2024,11:31:30,
105825,op_change,0,to_home,4,250.0065,-6.146296,21.02723,-4.393822,-0.001355087,73.37009,-6.209629,560.2434,-48.18763,521.4438,01/07/2024,11:21:57,,01/07/2024,11:31:30,
106101,op_change,1,to_T_appro_prindere,5,0,-3.320328,20.04892,-5.638379,-4.31E-06,75.58095,-3.371419,560.9832,-4.712617,546.9763,01/07/2024,11:21:57,,01/07/2024,11:31:30,
106217,op_change,0,to_T_appro_prindere,5,300.0122,-0.4773143,19.37795,-7.283793,-0.0009048274,77.90558,-0.5308049,560.989,-4.362893,546.748,01/07/2024,11:21:57,,01/07/2024,11:31:30,
106339,op_change,0,to_T_appro_prindere,5,300.0121,1.173381,19.6763,-6.275136,-0.002075501,76.60904,1.111242,560.5193,24.15782,530.8676,01/07/2024,11:21:57,,01/07/2024,11:31:30,
106466,op_change,0,to_T_appro_prindere,5,300.0053,4.413693,20.55412,-4.684308,-0.001174983,74.14887,4.346116,559.9692,57.93019,511.9868,01/07/2024,11:21:57,,01/07/2024,11:31:30,
106587,op_change,0,to_T_appro_prindere,5,300.0047,7.827508,21.89706,-3.54096,-0.002075501,71.64442,7.774714,559.4536,89.67036,494.2196,01/07/2024,11:21:57,,01/07/2024,11:31:30,
106698,op_change,0,to_T_appro_prindere,5,300.0044,10.99291,23.54149,-2.988344,-0.001895398,69.45648,10.93274,558.9183,121.3603,476.5091,01/07/2024,11:21:57,,01/07/2024,11:31:31,
106821,op_change,0,to_T_appro_prindere,5,299.9507,13.79247,25.31013,-2.927706,-0.0007247237,67.61496,13.73608,558.4586,149.856,460.6046,01/07/2024,11:21:58,,01/07/2024,11:31:31,
106938,op_change,0,to_T_appro_prindere,5,300.0137,16.83034,27.5825,-3.32469,-0.0009048274,65.75907,16.77228,557.9413,181.47,442.924,01/07/2024,11:21:58,,01/07/2024,11:31:31,
107057,op_change,0,to_T_appro_prindere,5,300.0158,19.77778,30.14375,-4.232738,-0.0004545681,64.10391,19.71783,557.4035,213.1629,425.1942,01/07/2024,11:21:58,,01/07/2024,11:31:31,
107175,op_change,0,to_T_appro_prindere,5,300.013,22.53215,32.87613,-5.594918,-0.0007247237,62.72844,22.47202,556.8885,243.7923,408.0554,01/07/2024,11:21:58,,01/07/2024,11:31:31,
107296,op_change,0,to_T_appro_prindere,5,300.0169,25.27468,35.95383,-7.514895,-0.001895398,61.57232,25.21846,556.3492,275.4773,390.368,01/07/2024,11:21:58,,01/07/2024,11:31:31,
107417,op_change,0,to_T_appro_prindere,5,300.0159,27.903,39.26505,-9.96093,-0.0009048274,60.70866,27.84717,555.8293,307.1409,372.6777,01/07/2024,11:21:58,,01/07/2024,11:31:31,
107595,op_change,0,to_T_appro_depunere,5,0,31.74541,44.81929,-14.81663,-0.001355087,60.01569,31.6848,555.1704,343.4946,352.4632,01/07/2024,11:21:58,,01/07/2024,11:31:31,
107728,op_change,1,to_T_appro_depunere,5,300.0158,31.68086,44.7739,-14.75697,-0.001174983,60.00551,31.66285,555.1207,331.586,352.5494,01/07/2024,11:21:59,,01/07/2024,11:31:32,
107846,op_change,1,to_T_appro_depunere,5,300.0113,29.16066,42.4184,-10.60696,-0.002075501,58.20341,29.09897,555.2984,295.0406,352.6313,01/07/2024,11:21:59,,01/07/2024,11:31:32,
107966,op_change,1,to_T_appro_depunere,5,300.015,26.21963,40.11431,-6.627406,-0.001355087,56.50634,26.16042,555.3282,258.6526,352.5314,01/07/2024,11:21:59,,01/07/2024,11:31:32,
108086,op_change,1,to_T_appro_depunere,5,300.0115,23.12026,38.11309,-3.178984,-0.0009048274,55.05608,23.07134,555.2654,222.4983,352.5512,01/07/2024,11:21:59,,01/07/2024,11:31:32,
108208,op_change,1,to_T_appro_depunere,5,300.0117,19.87337,36.39911,-0.2397174,-0.0007247237,53.84937,19.82658,555.2432,186.267,352.6592,01/07/2024,11:21:59,,01/07/2024,11:31:32,
108328,op_change,1,to_T_appro_depunere,5,300.0097,16.49385,34.9489,2.20201,0.0006260544,52.85006,16.45387,555.2504,149.968,352.6276,01/07/2024,11:21:59,,01/07/2024,11:31:32,
108438,op_change,1,to_T_appro_depunere,5,300.0026,12.99781,33.77441,4.158958,-0.0004545681,52.06716,12.94847,555.242,117.316,352.6082,01/07/2024,11:21:59,,01/07/2024,11:31:32,
108559,op_change,1,to_T_appro_depunere,5,300.0052,9.760921,32.96193,5.505379,0.0008962099,51.53047,9.711894,555.2457,81.02318,352.6141,01/07/2024,11:21:59,,01/07/2024,11:31:32,
108680,op_change,1,to_T_appro_depunere,5,300.0049,6.090377,32.34131,6.53852,-4.31E-06,51.12149,6.041514,555.2597,44.6812,352.6495,01/07/2024,11:21:59,,01/07/2024,11:31:33,
108808,op_change,1,to_T_appro_depunere,5,299.9911,2.366278,32.00777,7.089118,-0.0009048274,50.90989,2.316735,555.2382,5.997541,352.6465,01/07/2024,11:22:00,,01/07/2024,11:31:33,
108929,op_change,1,to_T_appro_depunere,5,300.0077,-1.628913,31.96879,7.137487,-0.001625242,50.89343,-1.676919,555.2476,-30.27291,352.6908,01/07/2024,11:22:00,,01/07/2024,11:31:33,
109050,op_change,1,to_T_appro_depunere,5,300.0082,-5.353013,32.24551,6.685426,-0.001625242,51.06822,-5.400875,555.2469,-66.56541,352.6866,01/07/2024,11:22:00,,01/07/2024,11:31:33,
109163,op_change,1,to_T_appro_depunere,5,300.0058,-9.040129,32.81568,5.747442,-0.0004545681,51.44009,-9.084447,555.2307,-100.4559,352.6841,01/07/2024,11:22:00,,01/07/2024,11:31:33,
109287,op_change,1,to_T_appro_depunere,5,300.0067,-12.41159,33.60333,4.434775,-0.001625242,51.96652,-12.46079,555.2312,-136.7287,352.6829,01/07/2024,11:22:00,,01/07/2024,11:31:33,
109406,op_change,1,to_T_appro_depunere,5,300.0083,-15.92963,34.72589,2.556134,-0.0009048274,52.72132,-15.97596,555.2436,-172.9913,352.6831,01/07/2024,11:22:00,,01/07/2024,11:31:33,
109530,op_change,1,to_T_appro_depunere,5,300.0146,-19.44382,36.17846,0.1077531,-0.002075501,53.72342,-19.49066,555.2259,-210.5096,352.703,01/07/2024,11:22:00,,01/07/2024,11:31:33,
109651,op_change,1,to_T_appro_depunere,5,300.0193,-22.70186,37.86551,-2.76624,-0.001625242,54.91056,-22.74737,555.2272,-246.8099,352.7118,01/07/2024,11:22:00,,01/07/2024,11:31:33,
109765,op_change,1,to_T_appro_depunere,5,300.0023,-25.8116,39.82823,-6.145571,-0.001355087,56.32466,-25.85895,555.2273,-280.6778,352.7251,01/07/2024,11:22:01,,01/07/2024,11:31:34,
109984,op_change,1,to_home,5,0,-28.57854,41.91841,-9.778852,-0.0007247237,57.87035,-28.62699,555.0588,-334.9276,352.6063,01/07/2024,11:22:01,,01/07/2024,11:31:34,
110105,op_change,0,to_home,5,300.0141,-31.07807,44.14391,-13.69471,-0.0007247237,59.56145,-31.13534,555.3669,-330.6726,355.3529,01/07/2024,11:22:01,,01/07/2024,11:31:34,
110228,op_change,0,to_home,5,300.0153,-29.35052,41.52443,-11.44052,-0.001625242,59.90452,-29.41409,555.8473,-300.0031,373.2874,01/07/2024,11:22:01,,01/07/2024,11:31:34,
110344,op_change,0,to_home,5,300.0177,-26.90496,38.16601,-8.814147,-0.0004545681,60.64039,-26.96337,556.3745,-269.756,391.0977,01/07/2024,11:22:01,,01/07/2024,11:31:34,
110468,op_change,0,to_home,5,300.0144,-24.26691,34.91407,-6.625115,-0.0009048274,61.70814,-24.31844,556.925,-238.4615,409.5496,01/07/2024,11:22:01,,01/07/2024,11:31:34,
110592,op_change,0,to_home,5,300.0081,-21.51785,31.89272,-4.962634,-4.31E-06,63.06652,-21.57355,557.4924,-206.1302,428.5119,01/07/2024,11:22:01,,01/07/2024,11:31:34,
110711,op_change,0,to_home,5,300.0077,-18.56678,29.04197,-3.78335,-0.001625242,64.72991,-18.62671,558.0367,-174.8763,446.8837,01/07/2024,11:22:01,,01/07/2024,11:31:35,
110832,op_change,0,to_home,5,299.9704,-15.61639,26.57805,-3.161316,-0.002525761,66.57903,-15.6764,558.5923,-143.6033,465.3014,01/07/2024,11:22:02,,01/07/2024,11:31:35,
110949,op_change,0,to_home,5,300.0103,-12.58941,24.41758,-3.049474,-0.002345657,68.62324,-12.64462,559.1216,-113.3717,483.1234,01/07/2024,11:22:02,,01/07/2024,11:31:35,
111070,op_change,0,to_home,5,300.0117,-9.599987,22.6381,-3.410304,-0.002075501,70.76734,-9.658328,559.6524,-82.09506,501.4795,01/07/2024,11:22:02,,01/07/2024,11:31:35,
111191,op_change,0,to_home,5,300.0179,-6.452477,21.15012,-4.284106,-0.0009048274,73.13016,-6.511332,560.2023,-50.81668,519.8496,01/07/2024,11:22:02,,01/07/2024,11:31:35,
111446,op_change,1,to_T_appro_prindere,6,0,-3.272296,20.03509,-5.6627,-0.0002744643,75.61838,-3.32543,560.9792,-4.54311,547.0712,01/07/2024,11:22:02,,01/07/2024,11:31:35,
111566,op_change,0,to_T_appro_prindere,6,350.019,-0.4784717,19.37932,-7.28352,-0.0009048274,77.90574,-0.5308869,560.996,-3.969389,546.5935,01/07/2024,11:22:02,,01/07/2024,11:31:35,
111687,op_change,0,to_T_appro_prindere,6,350.0109,1.140343,19.6734,-6.289042,-0.001895398,76.6329,1.086443,560.4909,26.21052,529.782,01/07/2024,11:22:02,,01/07/2024,11:31:36,
111808,op_change,0,to_T_appro_prindere,6,350.0174,4.928257,20.73189,-4.478454,-0.001625242,73.76086,4.861536,559.8851,62.92353,509.2042,01/07/2024,11:22:03,,01/07/2024,11:31:36,
111929,op_change,0,to_T_appro_prindere,6,350.0155,8.675136,22.29657,-3.348629,-0.002075501,71.06197,8.602123,559.2933,99.91577,488.4593,01/07/2024,11:22:03,,01/07/2024,11:31:36,
112050,op_change,0,to_T_appro_prindere,6,350.0059,12.32679,24.34277,-2.906494,-0.001625242,68.57034,12.26838,558.7073,136.9235,467.8064,01/07/2024,11:22:03,,01/07/2024,11:31:36,
112174,op_change,0,to_T_appro_prindere,6,350.0158,15.90275,26.85041,-3.14921,-0.001625242,66.31033,15.84654,558.0499,173.9232,447.125,01/07/2024,11:22:03,,01/07/2024,11:31:36,
112284,op_change,0,to_T_appro_prindere,6,350.0179,19.36643,29.77349,-4.075417,-0.001174983,64.3284,19.30816,557.4155,210.8984,426.5088,01/07/2024,11:22:03,,01/07/2024,11:31:36,
112406,op_change,0,to_T_appro_prindere,6,350.0055,22.47991,32.83083,-5.56449,-0.0007247237,62.75063,22.42316,556.8514,245.3636,407.2368,01/07/2024,11:22:03,,01/07/2024,11:31:36,
112534,op_change,0,to_T_appro_prindere,6,350.0106,25.67408,36.43056,-7.844425,-0.001355087,61.42802,25.61489,556.248,282.2967,386.5312,01/07/2024,11:22:03,,01/07/2024,11:31:36,
112730,op_change,0,to_T_appro_depunere,6,0,28.90908,40.62766,-11.07118,-0.002075501,60.45622,28.85241,555.1563,343.4414,352.3424,01/07/2024,11:22:04,,01/07/2024,11:31:37,
112865,op_change,1,to_T_appro_depunere,6,350.0178,31.72606,44.8054,-14.82066,-0.001174983,60.01808,31.68412,555.2668,339.8877,352.5467,01/07/2024,11:22:04,,01/07/2024,11:31:37,
112987,op_change,1,to_T_appro_depunere,6,350.0309,29.62051,42.83838,-11.35485,-0.001174983,58.51418,29.60039,555.1895,299.133,352.6117,01/07/2024,11:22:04,,01/07/2024,11:31:37,
113107,op_change,1,to_T_appro_depunere,6,350.0254,26.22884,40.14062,-6.650963,-0.001355087,56.51299,26.18362,555.2385,256.6951,352.6615,01/07/2024,11:22:04,,01/07/2024,11:31:37,
113217,op_change,1,to_T_appro_depunere,6,350.0103,22.61443,37.82079,-2.67561,-0.0009048274,54.84925,22.5603,555.2469,218.5385,352.6038,01/07/2024,11:22:04,,01/07/2024,11:31:37,
113336,op_change,1,to_T_appro_depunere,6,350.0084,19.18451,36.06125,0.3132798,-0.001625242,53.61942,19.1305,555.269,176.1447,352.5628,01/07/2024,11:22:04,,01/07/2024,11:31:37,
113457,op_change,1,to_T_appro_depunere,6,350.007,15.19637,34.47163,2.995597,-0.001625242,52.53047,15.14345,555.2751,133.7984,352.6276,01/07/2024,11:22:04,,01/07/2024,11:31:37,
113566,op_change,1,to_T_appro_depunere,6,350.0129,11.4747,33.36559,4.846265,-0.0009048274,51.79082,11.42468,555.2531,95.70133,352.6626,01/07/2024,11:22:04,,01/07/2024,11:31:37,
113688,op_change,1,to_T_appro_depunere,6,350.012,7.221354,32.50329,6.273173,-4.31E-06,51.22707,7.174306,555.2585,53.41208,352.6566,01/07/2024,11:22:04,,01/07/2024,11:31:38,
113817,op_change,1,to_T_appro_depunere,6,349.9823,2.882682,32.03434,7.039332,-0.0004545681,50.92862,2.838428,555.2401,8.284501,352.6313,01/07/2024,11:22:05,,01/07/2024,11:31:38,
113942,op_change,1,to_T_appro_depunere,6,350.0085,-1.768694,31.97615,7.128817,-0.001895398,50.89584,-1.818301,555.2522,-34.08938,352.6998,01/07/2024,11:22:05,,01/07/2024,11:31:38,
114060,op_change,1,to_T_appro_depunere,6,350.0094,-6.111048,32.34052,6.531486,-0.0009048274,51.13131,-6.157655,555.2424,-76.43768,352.6921,01/07/2024,11:22:05,,01/07/2024,11:31:38,
114193,op_change,1,to_T_appro_depunere,6,350.0151,-10.81503,33.19572,5.112866,0.0008962099,51.69485,-10.85945,555.2369,-122.9783,352.6815,01/07/2024,11:22:05,,01/07/2024,11:31:38,
114310,op_change,1,to_T_appro_depunere,6,350.019,-14.96426,34.38715,3.127671,-0.0009048274,52.49222,-15.00731,555.2549,-165.2955,352.6962,01/07/2024,11:22:05,,01/07/2024,11:31:38,
114442,op_change,1,to_T_appro_depunere,6,350.0233,-19.21465,36.07524,0.2832879,-0.002075501,53.64901,-19.26257,555.2316,-210.4811,352.7014,01/07/2024,11:22:05,,01/07/2024,11:31:38,
114562,op_change,1,to_T_appro_depunere,6,350.0325,-23.01409,38.04811,-3.078702,-0.002075501,55.03339,-23.05676,555.2252,-252.8426,352.6901,01/07/2024,11:22:05,,01/07/2024,11:31:38,
114680,op_change,1,to_T_appro_depunere,6,350.0328,-26.49483,40.31438,-6.985837,-0.002345657,56.68029,-26.54544,555.2255,-293.7611,352.6947,01/07/2024,11:22:05,,01/07/2024,11:31:39,
114833,op_change,1,to_home,6,0,-31.09375,44.15133,-13.68637,-0.0007247237,59.56042,-31.13362,555.1527,-334.8419,352.7219,01/07/2024,11:22:06,,01/07/2024,11:31:39,
114935,op_change,0,to_home,6,350.0051,-31.06813,44.1347,-13.69455,-0.0007247237,59.56242,-31.13565,555.3087,-332.1543,354.5082,01/07/2024,11:22:06,,01/07/2024,11:31:39,
115056,op_change,0,to_home,6,350.0267,-29.28291,41.4514,-11.37933,-0.001355087,59.91691,-29.36646,555.8372,-297.4065,374.8387,01/07/2024,11:22:06,,01/07/2024,11:31:39,
115168,op_change,0,to_home,6,350.0119,-26.53018,37.68917,-8.470439,-0.0009048274,60.77298,-26.59685,556.4509,-263.2995,394.9615,01/07/2024,11:22:06,,01/07/2024,11:31:39,
115288,op_change,0,to_home,6,350.0097,-23.43801,33.95718,-6.05794,-0.001174983,62.09506,-23.48281,557.1353,-226.7193,416.514,01/07/2024,11:22:06,,01/07/2024,11:31:39,
115400,op_change,0,to_home,6,350.0156,-20.40192,30.76505,-4.444209,-0.0007247237,63.67392,-20.45078,557.7462,-192.5988,436.4895,01/07/2024,11:22:06,,01/07/2024,11:31:39,
115523,op_change,0,to_home,6,349.9638,-17.01867,27.69593,-3.389909,-0.001355087,65.68284,-17.06931,558.3924,-156.1075,457.8724,01/07/2024,11:22:06,,01/07/2024,11:31:39,
115635,op_change,0,to_home,6,350.0078,-13.51279,25.03315,-3.027389,-0.001355087,67.98051,-13.56724,558.9821,-122.1327,477.9453,01/07/2024,11:22:06,,01/07/2024,11:31:39,
115756,op_change,0,to_home,6,350.0168,-10.15559,22.94433,-3.308331,-0.001355087,70.35236,-10.21796,559.5919,-85.66564,499.4038,01/07/2024,11:22:07,,01/07/2024,11:31:40,
115866,op_change,0,to_home,6,350.0198,-6.493985,21.17043,-4.269874,-0.0009048274,73.09443,-6.552088,560.1599,-52.831,518.7225,01/07/2024,11:22:07,,01/07/2024,11:31:40,
116082,op_change,1,to_T_appro_prindere,7,0,-3.158188,20.00247,-5.723557,-0.0002744643,75.71754,-3.210994,561.0021,-4.853412,546.9463,01/07/2024,11:22:07,,01/07/2024,11:31:40,
116220,op_change,0,to_T_appro_prindere,7,400.0347,-0.4717379,19.37758,-7.283793,-0.0007247237,77.90621,-0.5305132,560.9919,-3.095205,546.0764,01/07/2024,11:22:07,,01/07/2024,11:31:40,
116345,op_change,0,to_T_appro_prindere,7,400.0107,1.907742,19.84275,-5.873299,-0.0009048274,76.0444,1.843799,560.3388,35.53109,524.5275,01/07/2024,11:22:07,,01/07/2024,11:31:40,
116465,op_change,0,to_T_appro_prindere,7,400.015,6.360364,21.27091,-3.966791,-0.0004545681,72.71119,6.291082,559.6218,79.19963,500.1036,01/07/2024,11:22:07,,01/07/2024,11:31:40,
116583,op_change,0,to_T_appro_prindere,7,400.014,10.58945,23.31065,-3.033005,-0.001174983,69.73209,10.53078,558.9606,120.0773,477.2116,01/07/2024,11:22:07,,01/07/2024,11:31:40,
116706,op_change,0,to_T_appro_prindere,7,400.0169,14.58901,25.86989,-2.983055,-0.001625242,67.11931,14.52915,558.2609,162.3449,453.5645,01/07/2024,11:22:07,,01/07/2024,11:31:41,
116824,op_change,0,to_T_appro_prindere,7,400.0193,18.58741,29.07206,-3.804998,-0.002075501,64.7502,18.52927,557.5448,204.5342,430.0187,01/07/2024,11:22:08,,01/07/2024,11:31:41,
116944,op_change,0,to_T_appro_prindere,7,400.0065,22.42356,32.76781,-5.528882,-0.0007247237,62.7781,22.36291,556.8479,246.7473,406.4301,01/07/2024,11:22:08,,01/07/2024,11:31:41,
117065,op_change,0,to_T_appro_prindere,7,400.0096,26.05949,36.90331,-8.178863,-0.0009048274,61.28942,26.00187,556.1431,288.9877,382.7776,01/07/2024,11:22:08,,01/07/2024,11:31:41,
117282,op_change,0,to_T_appro_depunere,7,0,29.49388,41.45399,-11.77293,-0.0007247237,60.32991,29.43867,555.2203,343.4176,352.4878,01/07/2024,11:22:08,,01/07/2024,11:31:41,
117401,op_change,1,to_T_appro_depunere,7,400.0335,31.73879,44.81761,-14.81859,-0.001174983,60.01793,31.6842,555.2369,334.8737,352.643,01/07/2024,11:22:08,,01/07/2024,11:31:41,
117526,op_change,1,to_T_appro_depunere,7,400.0456,28.85626,42.1733,-10.21799,-0.002075501,58.02966,28.83865,555.2142,285.3788,352.4788,01/07/2024,11:22:08,,01/07/2024,11:31:41,
117648,op_change,1,to_T_appro_depunere,7,400.0311,24.77559,39.14621,-4.940385,-0.0002744643,55.79976,24.72171,555.2569,236.8996,352.6479,01/07/2024,11:22:08,,01/07/2024,11:31:41,
117780,op_change,1,to_T_appro_depunere,7,400.0196,20.08907,36.49306,-0.4116532,-0.0002744643,53.91511,20.03414,555.2971,183.5733,352.6409,01/07/2024,11:22:09,,01/07/2024,11:31:42,
117909,op_change,1,to_T_appro_depunere,7,400.0179,15.5599,34.59616,2.777419,-0.0009048274,52.61911,15.51433,555.2635,135.274,352.5722,01/07/2024,11:22:09,,01/07/2024,11:31:42,
118056,op_change,1,to_T_appro_depunere,7,400.0039,9.704998,32.95814,5.523974,0.0008962099,51.52423,9.65708,555.248,75.61478,352.6792,01/07/2024,11:22:09,,01/07/2024,11:31:42,
118173,op_change,1,to_T_appro_depunere,7,400.0038,4.793474,32.18822,6.783854,-0.001895398,51.02321,4.74938,555.2581,27.18036,352.6329,01/07/2024,11:22:09,,01/07/2024,11:31:42,
118304,op_change,1,to_T_appro_depunere,7,400.0152,-0.02256687,31.94301,7.18531,-0.0004545681,50.87182,-0.06866919,555.2565,-19.56193,352.6653,01/07/2024,11:22:09,,01/07/2024,11:31:42,
118428,op_change,1,to_T_appro_depunere,7,400.017,-5.989996,32.32679,6.55608,-0.001355087,51.12043,-6.033193,555.2517,-77.61697,352.7074,01/07/2024,11:22:09,,01/07/2024,11:31:42,
118550,op_change,1,to_T_appro_depunere,7,400.0242,-10.71297,33.172,5.151692,0.0008962099,51.67907,-10.75775,555.2374,-124.4001,352.675,01/07/2024,11:22:09,,01/07/2024,11:31:42,
118674,op_change,1,to_T_appro_depunere,7,400.0317,-15.44626,34.55276,2.847655,-0.0009048274,52.60405,-15.48946,555.2516,-174.3606,352.6743,01/07/2024,11:22:09,,01/07/2024,11:31:42,
118790,op_change,1,to_T_appro_depunere,7,400.0363,-19.82481,36.36149,-0.2004552,-0.001625242,53.84364,-19.87004,555.2375,-219.5503,352.7021,01/07/2024,11:22:10,,01/07/2024,11:31:43,
118900,op_change,1,to_T_appro_depunere,7,400.0547,-24.1185,38.71645,-4.221505,-0.0002744643,55.51506,-24.16218,555.2279,-267.9686,352.719,01/07/2024,11:22:10,,01/07/2024,11:31:43,
119117,op_change,1,to_home,7,0,-27.87969,41.35987,-8.799096,0.0008962099,57.44355,-27.92222,555.1713,-334.8141,352.733,01/07/2024,11:22:10,,01/07/2024,11:31:43,
119258,op_change,0,to_home,7,400.023,-30.97796,43.96541,-13.55702,-0.0007247237,59.56963,-31.05926,555.5054,-320.4013,361.2939,01/07/2024,11:22:10,,01/07/2024,11:31:43,
119379,op_change,0,to_home,7,400.0066,-27.99579,39.61274,-9.895384,-0.0004545681,60.2804,-28.04509,556.2897,-278.6179,385.9406,01/07/2024,11:22:10,,01/07/2024,11:31:43,
119497,op_change,0,to_home,7,400.0051,-24.50754,35.18501,-6.79656,-0.0009048274,61.60384,-24.55563,557.0008,-236.9098,410.3962,01/07/2024,11:22:10,,01/07/2024,11:31:43,
119627,op_change,0,to_home,7,400.0293,-20.56538,30.93156,-4.521479,-0.0002744643,63.57361,-20.62513,557.7165,-192.5931,436.5192,01/07/2024,11:22:10,,01/07/2024,11:31:43,
119748,op_change,0,to_home,7,399.8918,-16.69655,27.44446,-3.330198,-0.001625242,65.88047,-16.76482,558.4575,-150.871,461.0519,01/07/2024,11:22:11,,01/07/2024,11:31:44,
119870,op_change,0,to_home,7,400.0251,-12.68937,24.47871,-3.046911,-0.002075501,68.55154,-12.74111,559.1913,-109.1626,485.6086,01/07/2024,11:22:11,,01/07/2024,11:31:44,
119997,op_change,0,to_home,7,400.0311,-8.551186,22.09907,-3.648713,-0.002075501,71.53796,-8.605972,559.9305,-67.38026,510.074,01/07/2024,11:22:11,,01/07/2024,11:31:44,
120268,op_change,1,to_T_appro_prindere,8,0,-4.045167,20.26919,-5.282457,0.0006260544,75.00153,-4.101691,560.9999,-4.697618,546.9678,01/07/2024,11:22:11,,01/07/2024,11:31:44,
120385,op_change,0,to_T_appro_prindere,8,450.0274,-0.4935703,19.37969,-7.284011,-0.0007247237,77.90573,-0.530701,560.9967,-3.402042,546.3577,01/07/2024,11:22:11,,01/07/2024,11:31:44,
120495,op_change,0,to_T_appro_prindere,8,450.0299,1.977922,19.86558,-5.832128,-0.0009048274,75.98656,1.920096,560.297,38.42871,522.9423,01/07/2024,11:22:11,,01/07/2024,11:31:44,
120616,op_change,0,to_T_appro_prindere,8,450.031,6.349316,21.2686,-3.973062,-0.0004545681,72.71936,6.278586,559.6009,81.07807,499.0389,01/07/2024,11:22:11,,01/07/2024,11:31:44,
120727,op_change,0,to_T_appro_prindere,8,450.0018,11.12806,23.61394,-2.979347,-0.001625242,69.38534,11.04137,558.8862,125.4327,474.2188,01/07/2024,11:22:12,,01/07/2024,11:31:45,
120848,op_change,0,to_T_appro_prindere,8,450.0019,15.43311,26.48336,-3.078975,-0.002075501,66.6012,15.36497,558.1251,172.9981,447.5329,01/07/2024,11:22:12,,01/07/2024,11:31:45,
120969,op_change,0,to_T_appro_prindere,8,450.0217,19.8669,30.23255,-4.276636,-0.0002744643,64.05007,19.81583,557.2916,220.6002,420.9521,01/07/2024,11:22:12,,01/07/2024,11:31:45,
121091,op_change,0,to_T_appro_prindere,8,450.0312,24.09636,34.60252,-6.620262,-0.0007247237,62.03928,24.04303,556.4523,268.1776,394.4776,01/07/2024,11:22:12,,01/07/2024,11:31:45,
121307,op_change,0,to_T_appro_depunere,8,0,28.07482,39.50647,-10.14623,-0.001355087,60.66366,28.0201,555.1501,343.4955,352.419,01/07/2024,11:22:12,,01/07/2024,11:31:45,
121417,op_change,1,to_T_appro_depunere,8,450.0203,31.71937,44.8003,-14.82006,-0.001355087,60.01745,31.68512,555.3311,341.9153,352.5839,01/07/2024,11:22:12,,01/07/2024,11:31:45,
121529,op_change,1,to_T_appro_depunere,8,450.0053,29.56947,42.77588,-11.26493,-0.001174983,58.4839,29.53692,555.2915,296.9456,352.5753,01/07/2024,11:22:12,,01/07/2024,11:31:45,
121657,op_change,1,to_T_appro_depunere,8,450.0514,25.4455,39.59612,-5.723284,-0.0009048274,56.1259,25.40833,555.2393,242.5891,352.5771,01/07/2024,11:22:12,,01/07/2024,11:31:45,
121789,op_change,1,to_T_appro_depunere,8,450.0267,20.04835,36.4787,-0.3825882,-0.0002744643,53.90341,19.99862,555.2711,180.8589,352.6718,01/07/2024,11:22:13,,01/07/2024,11:31:46,
121910,op_change,1,to_T_appro_depunere,8,450.023,14.94159,34.38567,3.136778,-0.001625242,52.47375,14.89389,555.2708,126.3656,352.6183,01/07/2024,11:22:13,,01/07/2024,11:31:46,
